,PRODUCT NAME,PRODUCT PRICE,PRODUCT RATING,URL,brand,star,capacity,doubledoor
256,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
257,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
258,"lg 235 l 3 star direct-cool single door refrigerator (gl-d241apzd, shiny steel, base stand with drawer)",18290,,https://m.media-amazon.com/images/I/51u3hguaAjS._AC_UY218_.jpg,lg,3.0,235.0,0
259,"samsung 192 l 3 star inverter direct cool single door refrigerator (rr20a1z2yr8/hl, saffron red, base stand with drawer)",15590,4.2,https://m.media-amazon.com/images/I/710DnPlqXOL._AC_UY218_.jpg,samsung,3.0,192.0,0
260,"samsung 253 l 2 star inverter frost-free double door refrigerator (rt28t3722dx/hl, luxe brown, convertible)",25980,,https://m.media-amazon.com/images/I/71YJ2AvLKqL._AC_UY218_.jpg,samsung,2.0,253.0,1
261,lg 260 l with inverter refrigerator (gl-n292bdsy),20485,,https://m.media-amazon.com/images/I/51iO3+tT0dL._AC_UY218_.jpg,lg,,260.0,0
262,"croma 170 l 2 star 2020 direct cool single door refrigerator (crar0215, brush-line silver)",11490,4.2,https://m.media-amazon.com/images/I/71hdxGlUsFL._AC_UY218_.jpg,croma,2.0,170.0,0
263,"haier 195 l 4 star single door refrigerator (hrd-1954cag-e, artistic glass)",18299,3.8,https://m.media-amazon.com/images/I/71ImnomBVxL._AC_UY218_.jpg,haier,4.0,195.0,0
264,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
265,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
266,"lg 190 l 4 star direct cool single door refrigerator(gl-b201apzx.apzzebn, shiny steel,smart inverter compressor)",13990,,https://m.media-amazon.com/images/I/71u+NeVVldL._AC_UY218_.jpg,lg,4.0,190.0,0
267,everest plastic eps 50 refrigerator stabilizer upto 300 litres fridge (cherry),1099,4.0,https://m.media-amazon.com/images/I/81m47PjmqgL._AC_UY218_.jpg,everest,,50.0,0
268,"whirlpool 340 l 3 star with inverter double door refrigerator (if inv cnv 355 cool illusia 3s, cool illusia steel, convertible)",32850,,https://m.media-amazon.com/images/I/712j+kItCvS._AC_UY218_.jpg,whirlpool,3.0,340.0,1
269,"lloyd 272 l 2 star inverter frost free double door refrigerator (glff282edst1pb, dark steel)",22470,,https://m.media-amazon.com/images/I/71Ux5pDc4bL._AC_UY218_.jpg,lloyd,2.0,272.0,1
270,"lg 360 l 3 star inverter linear frost-free double door refrigerator (gl-t402jds3, dazzle steel, convertible)",40980,,https://m.media-amazon.com/images/I/61UTlibhl+L._AC_UY218_.jpg,lg,3.0,360.0,1
271,"xinrub mini refrigerator, usb small beer fridge, portable car freezer for drinks beverage cans coffee, electric coolers for camping home dorm bedroom travel office, nice for father husband son (black)",3559,,https://m.media-amazon.com/images/I/61TEJsNeAJS._AC_UY218_.jpg,xinrub,,,0
272,"lloyd 200 l 2 star direct cool one door refrigerator (gldc212sgbt2pb, gardenia blue)",13200,,https://m.media-amazon.com/images/I/811Y88thDGS._AC_UY218_.jpg,lloyd,2.0,200.0,0
273,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
274,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
275,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
276,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
277,"samsung 253 l 2 star inverter frost-free double door refrigerator (rt28t3042s8/hl, elegant inox(light doi metal))",21900,4.1,https://m.media-amazon.com/images/I/71ZxEFPsTFL._AC_UY218_.jpg,samsung,2.0,253.0,1
278,"whirlpool 340 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 355 3s, german steel, convertible)",34618,4.1,https://m.media-amazon.com/images/I/51EyoX3OoYL._AC_UY218_.jpg,whirlpool,3.0,340.0,1
279,"lg 188 l 1 star direct-cool single door refrigerator (gl-b191kpgb -toughened glass, blue)",12990,,https://m.media-amazon.com/images/I/61EGx+dDDTL._AC_UY218_.jpg,lg,1.0,188.0,0
280,"panasonic econavi 307 l 3 star 6-stage inverter frost-free double door refrigerator (nr-bg313vgg3, glitter grey, powered by artificial intelligence)",29799,,https://m.media-amazon.com/images/I/71O4O-+4-xL._AC_UY218_.jpg,panasonic,3.0,307.0,1
281,"whirlpool 190 l 3 star direct-cool single door refrigerator (wde 205 roy 3s sapphire twinkle, sapphire twinkle)",14240,4.2,https://m.media-amazon.com/images/I/51EfKJaPSxL._AC_UY218_.jpg,whirlpool,3.0,190.0,0
282,"samsung 253 l 2 star inverter frost free double door refrigerator(rt28a3122r8/hl, base stand with drawer, saffron red)",24549,,https://m.media-amazon.com/images/I/71Z93-gUcsL._AC_UY218_.jpg,samsung,2.0,253.0,1
283,belity portable 10l car refrigerator ice bucket mini fridge cooler and warmer picnic icebox for skincare snacks cans home and travel,10199,,https://m.media-amazon.com/images/I/51rc0gUCsGS._AC_UY218_.jpg,belity,,10.0,0
284,"samsung 336 l 3 star inverter frost free double door refrigerator (rt37a4633s8/hl, silver, elegant inox, curd maestro)",39500,4.1,https://m.media-amazon.com/images/I/719USmeK5AL._AC_UY218_.jpg,samsung,3.0,336.0,1
285,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
286,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
287,"lg 188 l 1 star direct-cool single door refrigerator (gl-b191krgb -toughened glass, red)",12990,,https://m.media-amazon.com/images/I/61OwcuhQcYL._AC_UY218_.jpg,lg,1.0,188.0,0
288,"car refrigerator, cooler warmer car refrigerator cooler, household large capacity 7.5l for camping indoors traveling outdoors",7619,,https://m.media-amazon.com/images/I/51NTEXcr38S._AC_UY218_.jpg,,,7.0,0
289,"electrosky® mini car refrigerator 7.5l 12v portable electric fridge heater freezer for car, camping, travel, road trip",3499,,https://m.media-amazon.com/images/I/51XJXGrTuhS._AC_UY218_.jpg,electrosky®,,7.0,0
290,av freezer door for godrej edge pro 190 l refrigerator (clear),699,4.1,https://m.media-amazon.com/images/I/41J0fXnGhzS._AC_UY218_.jpg,av,,190.0,0
291,"whirlpool 280 l 4 star inverter direct-cool single door refrigerator (305 impro plus prm 4s inv alpha steel, alpha steel)",25490,,https://m.media-amazon.com/images/I/71kF7sRAHgL._AC_UY218_.jpg,whirlpool,4.0,280.0,0
292,"lloyd 340l 3 star inverter frost free double door refrigerator (glff343ahgt1pb, hairline grey)",32490,,https://m.media-amazon.com/images/I/517VviNxPGL._AC_UY218_.jpg,lloyd,3.0,340.0,1
293,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
294,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
295,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
296,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
297,"whirlpool 355 l 3 star frost free double door refrigerator (ifpro inv cnv 370 3s, omega steel, convertible)",42211,3.9,https://m.media-amazon.com/images/I/719p0pdbPxL._AC_UY218_.jpg,whirlpool,3.0,355.0,1
298,decdeal d c12/24v a c110-240 v 20l car refrigerator freezer icebox cooler auto fridge compressor bt connected app control/ 3 levels voltage adjustable/ led-digital display for outdoor activities picnic,79047,,https://m.media-amazon.com/images/I/51PeOSZQQMS._AC_UY218_.jpg,decdeal,,12.0,0
299,"lloyd 255 l 2 star direct cool single door refrigerator (gldc272srgs2eb, royal grey, with base stand)",19189,,https://m.media-amazon.com/images/I/51PiU52wJKS._AC_UY218_.jpg,lloyd,2.0,255.0,0
300,"haier 195 l 4 star direct-cool single door refrigerator (hrd-1954psg-e, black spiral glass)",18999,,https://m.media-amazon.com/images/I/71jYcn6FL8L._AC_UY218_.jpg,haier,4.0,195.0,0
301,"samsung 230 l 3 star inverter direct cool single door refrigerator (rr24a272ys8/nl, elegant inox)",17600,,https://m.media-amazon.com/images/I/819zmAJt1-L._AC_UY218_.jpg,samsung,3.0,230.0,0
302,"leonard usa 52 l inverter toughened glass door mini fridge with led interior light & temperature control for home, office or bar (based on american technology) (black, leusa60gdwc, single door)",18490,4.0,https://m.media-amazon.com/images/I/710IEqi0ecL._AC_UY218_.jpg,leonard,,52.0,0
303,"midea 544 l frost side by side refrigerator (glass door finish, mdrm648fgg22ind)",65490,,https://m.media-amazon.com/images/I/314cxsv1UpL._AC_UY218_.jpg,midea,,544.0,0
304,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
305,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
306,"godrej 328 l 2 star inverter frost-free double door refrigerator (rf eon 328b 25 hcit st rh, steel rush, 4 in 1 convertible)",32770,4.1,https://m.media-amazon.com/images/I/31ICme5wtRL._AC_UY218_.jpg,godrej,2.0,328.0,1
307,"lg 516 l 3 star inverter frost-free double door refrigerator (gn-h602hlhq, platinum silver)",60115,,https://m.media-amazon.com/images/I/51NSDUYeojL._AC_UY218_.jpg,lg,3.0,516.0,1
308,"samsung 551 l 2 star frost free double door refrigerator(rt56k6378sl/tl, easy clean steel, inverter compressor)",58990,,https://m.media-amazon.com/images/I/61yKw9HJzHL._AC_UY218_.jpg,samsung,2.0,551.0,1
309,"lg 260l 3 star smart inverter frost-free double door refrigerator (gl-t292spzx, shiny steel, convertible)",26480,4.1,https://m.media-amazon.com/images/I/61tWKTAZqKL._AC_UY218_.jpg,lg,3.0,260.0,1
310,"samsung 244 l 3 star frost-free double door refrigerator (rt28t3a336w/hl, mystic overlay white)",29800,3.9,https://m.media-amazon.com/images/I/71Arh9XIGzL._AC_UY218_.jpg,samsung,3.0,244.0,1
311,"lg 188 l 2 star direct-cool single door refrigerator (gl-b191kdsc, dazzle steel)",12990,,https://m.media-amazon.com/images/I/61M52jd0g5L._AC_UY218_.jpg,lg,2.0,188.0,0
312,"samsung 700 l inverter frost free side-by-side refrigerator (rs72r5001m9tl, gentle silver matt, spacemax technology)",78000,,https://m.media-amazon.com/images/I/61EcvMbH7zL._AC_UY218_.jpg,samsung,,700.0,0
313,"whirlpool 280 l 3 star direct-cool single door refrigerator (305 impro plus prm 3s alpha steel, alpha steel)",22677,3.9,https://m.media-amazon.com/images/I/7194gujk1PL._AC_UY218_.jpg,whirlpool,3.0,280.0,0
314,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
315,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
316,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
317,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
318,"lloyd 276 l 2 star inverter frost free double door refrigerator (glff282asrt1pb, sakura red)",27989,,https://m.media-amazon.com/images/I/71jOsz-Ha3S._AC_UY218_.jpg,lloyd,2.0,276.0,1
319,"whirlpool 325 l 3 star frost free double door refrigerator (ifpro inv cnv 340 3s, steel onyx, convertible)",40740,3.9,https://m.media-amazon.com/images/I/717AajXrFdL._AC_UY218_.jpg,whirlpool,3.0,325.0,1
320,"lloyd 310l 3 star inverter frost free double door refrigerator (glff313ahgt1pb, hairline grey)",29490,,https://m.media-amazon.com/images/I/51N0VDiB-ZS._AC_UY218_.jpg,lloyd,3.0,310.0,1
321,"samsung 253l 2 star inverter frost free double door refrigerator (rt28t3922r8/hl, blooming saffron red, convertible)",25590,,https://m.media-amazon.com/images/I/7140rbJD8ZL._AC_UY218_.jpg,samsung,2.0,253.0,1
322,"whirlpool 325 l 3 star frost free double door refrigerator (ifpro inv cnv 340 3s, omega steel, convertible)",36740,,https://m.media-amazon.com/images/I/719p0pdbPxL._AC_UY218_.jpg,whirlpool,3.0,325.0,1
323,"samsung 192 l 2 star direct cool single door refrigerator (rr20a271bu8/nl, saffron blue)",14300,,https://m.media-amazon.com/images/I/71K2cmhUQ6L._AC_UY218_.jpg,samsung,2.0,192.0,0
324,"whirlpool 215 l 5 star inverter direct-cool single door refrigerator (230 impro roy 5s inv alpha steel, alpha steel)",20280,,https://m.media-amazon.com/images/I/61u8evvMqlL._AC_UY218_.jpg,whirlpool,5.0,215.0,0
325,"car refrigerator, large capacity cooler warmer multifunctional dual mode temperature control car refrigerator cooler, for traveling camping outdoors indoors",7619,,https://m.media-amazon.com/images/I/51Q-7aYGBrL._AC_UY218_.jpg,,,,0
326,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
327,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
328,"samsung 394 l 2 star (2019) frost free double door refrigerator(rt39m5538s8/tl, elegant inox, convertible, inverter compressor)",40899,4.1,https://m.media-amazon.com/images/I/61V7VLrO3nL._AC_UY218_.jpg,samsung,2.0,394.0,1
329,"whirlpool 190 l 3 star direct-cool single door refrigerator (wde 205 roy 3s sapphire twinkle, sapphire twinkle)",14240,4.2,https://m.media-amazon.com/images/I/51EfKJaPSxL._AC_UY218_.jpg,whirlpool,3.0,190.0,0
330,"samsung 198 l 4 star inverter direct-cool single door refrigerator (rr21t2g2xrv/hl, purple wave)",15490,4.0,https://m.media-amazon.com/images/I/71o8HrkiqOL._AC_UY218_.jpg,samsung,4.0,198.0,0
331,"samsung 523 l 2 star ( 2019 ) frost free double door refrigerator(rt54k6558sl/tl, silver)",58740,4.1,https://m.media-amazon.com/images/I/91jss9FNn9L._AC_UY218_.jpg,samsung,2.0,523.0,1
332,"electrosky® mini car refrigerator 7.5l 12v portable electric fridge heater freezer for car, camping, travel, road trip",3499,,https://m.media-amazon.com/images/I/51XJXGrTuhS._AC_UY218_.jpg,electrosky®,,7.0,0
333,toshiba 252 l 2 star frost free inverter double door refrigerator (gr-a28inu(uk) black uni glass door finish with cool air wrap system & chiller room),25990,,https://m.media-amazon.com/images/I/413evrmChkL._AC_UY218_.jpg,toshiba,2.0,252.0,1
334,"lloyd 225 l 3 star inverter direct cool single door refrigerator (gldf243sbws2pb, begonia wine, with base stand)",17190,,https://m.media-amazon.com/images/I/71fIR98xmpS._AC_UY218_.jpg,lloyd,3.0,225.0,0
335,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
336,"whirlpool 340 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 355 3s, german steel, convertible)",34618,4.1,https://m.media-amazon.com/images/I/51EyoX3OoYL._AC_UY218_.jpg,whirlpool,3.0,340.0,1
337,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
338,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
339,"lg 308 l 2 star smart inverter frost-free double door refrigerator (gl-t322rpzy, shiny steel, convertible)",33590,3.9,https://m.media-amazon.com/images/I/41q5+A2SVOL._AC_UY218_.jpg,lg,2.0,308.0,1
340,decdeal portable 10l car refrigerator ice bucket mini fridge cooler and warmer picnic icebox for skincare snacks cans home and travel,14482,,https://m.media-amazon.com/images/I/51Kc4fpx7QS._AC_UY218_.jpg,decdeal,,10.0,0
341,"godrej 290 l 3 star ( 2019 ) frost-free double door refrigerator (rf gf 2903 pth stl yrn, grey)",25990,3.8,https://m.media-amazon.com/images/I/817XTl0-ydL._AC_UY218_.jpg,godrej,3.0,290.0,1
342,"samsung 198 l 4 star inverter direct cool single door refrigerator(rr21a2e2x9r/hl, digi- touch cool, paradise purple)",17400,,https://m.media-amazon.com/images/I/81X5M7VA7US._AC_UY218_.jpg,samsung,4.0,198.0,0
343,"panasonic econavi 307 l 3 star 6-stage inverter frost-free double door refrigerator (nr-bg313pbk3, black, powered by artificial intelligence)",34990,,https://m.media-amazon.com/images/I/71UO+HAnLcL._AC_UY218_.jpg,panasonic,3.0,307.0,1
344,"hisense 690 l inverter frost-free side-by-side refrigerator (rs826n4agn, black crystal)",64999,,https://m.media-amazon.com/images/I/51qYcjJ0qZL._AC_UY218_.jpg,hisense,,690.0,0
345,"bosch 559 l 2 star inverter frost free double door refrigerator (series 6 kgn56lb41i, black, bottom freezer)",67990,4.1,https://m.media-amazon.com/images/I/61CbMBnLl+L._AC_UY218_.jpg,bosch,2.0,559.0,1
346,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
347,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
348,"samsung 225 l 3 star inverter direct cool single door refrigerator (rr23a2e2y9r/hl, digi-touch cool, paradise bloom purple)",17850,,https://m.media-amazon.com/images/I/71B9oQkPS8L._AC_UY218_.jpg,samsung,3.0,225.0,0
349,"lloyd 255 l 2 star direct cool single door refrigerator (gldc272sgws2pb, gardenia wine, with base stand)",19989,,https://m.media-amazon.com/images/I/81AMr3EcrVS._AC_UY218_.jpg,lloyd,2.0,255.0,0
350,"samsung 253 l 3 star inverter frost free double door refrigerator (rt28a3723s9/hl, refined inox, convertible)",27900,,https://m.media-amazon.com/images/I/71IuGzqDapL._AC_UY218_.jpg,samsung,3.0,253.0,1
351,"whirlpool 190 l 3 star direct-cool single door refrigerator (wde 205 roy 3s magnum steel, magnum steel)",13740,4.1,https://m.media-amazon.com/images/I/61bwj2aH3bL._AC_UY218_.jpg,whirlpool,3.0,190.0,0
352,"whirlpool 200 l 4 star inverter direct-cool single door refrigerator (215 impro prm 4s inv sapphire hibiscus, sapphire hibiscus)",17240,4.2,https://m.media-amazon.com/images/I/71LGMVMUdbL._AC_UY218_.jpg,whirlpool,4.0,200.0,0
353,"whirlpool 215 l 4 star inverter direct-cool single door refrigerator (230 icemagic pro prm 4s inv, wine flume)",17240,4.2,https://m.media-amazon.com/images/I/61opclI0cWL._AC_UY218_.jpg,whirlpool,4.0,215.0,0
354,"haier 310 l 2 star frost-free double door refrigerator (hrf-3304bks-e, black brushline)",30199,3.9,https://m.media-amazon.com/images/I/81wY1Py2zrL._AC_UY218_.jpg,haier,2.0,310.0,1
355,"samsung 192 l 3 star inverter direct cool single door refrigerator (rr20a282ycb/nl, camellia black, base stand drawer)",16000,4.0,https://m.media-amazon.com/images/I/71070KrVk8L._AC_UY218_.jpg,samsung,3.0,192.0,0
356,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
357,"whirlpool 340 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 355 3s, german steel, convertible)",34618,4.1,https://m.media-amazon.com/images/I/51EyoX3OoYL._AC_UY218_.jpg,whirlpool,3.0,340.0,1
358,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
359,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
360,"godrej 210 l 4 star inverter direct-cool single door refrigerator with jumbo vegetable tray (rd edgepro 225d 43 tai aq wn, aqua wine, inverter compressor)",17990,4.2,https://m.media-amazon.com/images/I/61Qd6EisMqS._AC_UY218_.jpg,godrej,4.0,210.0,0
361,"samsung 192 l 3 star inverter direct cool single door refrigerator (rr20a282ycb/nl, camellia black, base stand drawer)",16000,4.0,https://m.media-amazon.com/images/I/71070KrVk8L._AC_UY218_.jpg,samsung,3.0,192.0,0
362,"elanpro mini fridge display refrigerator, direct cool with glass door (50l) for hotel rooms & personal space",11999,,https://m.media-amazon.com/images/I/71jO5JuHZNL._AC_UY218_.jpg,elanpro,,50.0,0
363,"lg 284 l 2 star smart inverter frost-free double door refrigerator (gl-t302rscy, convertible, scarlet charm)",29990,,https://m.media-amazon.com/images/I/61mls4lgelL._AC_UY218_.jpg,lg,2.0,284.0,1
364,"whirlpool 355 l 3 star frost free double door refrigerator (ifpro inv cnv 370 3s, steel onyx, convertible)",40990,3.8,https://m.media-amazon.com/images/I/717AajXrFdL._AC_UY218_.jpg,whirlpool,3.0,355.0,1
365,"lg 360 l 3 star inverter linear frost-free double door refrigerator (gl-t402jpz3, shiny steel, convertibleplus with door cooling+)",42370,,https://m.media-amazon.com/images/I/51FXwGN54+L._AC_UY218_.jpg,lg,3.0,360.0,1
366,"whirlpool 440 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 455 3s, steel onyx, convertible)",49480,3.8,https://m.media-amazon.com/images/I/51gErt+b9AL._AC_UY218_.jpg,whirlpool,3.0,440.0,1
367,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
368,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
369,"lg fastest in ice making, toughened glass shelves top freezer refrigerator, gl-d241ascd, 235l,red",19790,,https://m.media-amazon.com/images/I/51L6sCMUQnL._AC_UY218_.jpg,lg,,241.0,0
370,"samsung 314 l 2 star inverter frost-free double door refrigerator (rt34t4632nv/hl, wave steel, convertible)",36200,,https://m.media-amazon.com/images/I/81ztnKSkddL._AC_UY218_.jpg,samsung,2.0,314.0,1
371,"haier 376l 3 star triple inverter & dual fan frost-free double door refrigerator (hrb-3964pmg-e, mirror glass,14 in 1 convertible-bottom freezer-2021)",46299,,https://m.media-amazon.com/images/I/11TbloItE-S._AC_UY218_.jpg,haier,3.0,376.0,1
372,"whirlpool 325 l 3 star frost free double door refrigerator (if pro bm inv 340 elt+, omega steel, bottom freezer)",36500,,https://m.media-amazon.com/images/I/51j4FTcsg4L._AC_UY218_.jpg,whirlpool,3.0,325.0,1
373,"whirlpool 215 l 3 star direct-cool single door refrigerator (230 icemagic pro prm 3s, alpha steel)",16912,,https://m.media-amazon.com/images/I/719i08lbYxL._AC_UY218_.jpg,whirlpool,3.0,215.0,0
374,amazonbasics 142 l single door chest freezer,14999,4.2,https://m.media-amazon.com/images/I/51kZ62MBjuL._AC_UY218_.jpg,amazonbasics,,142.0,0
375,"samsung 220 l 3 star inverter direct cool single door refrigerator (rr23a2k3ybx/hl, digi-touch cool, curd maestro, base stand with drawer, luxe black)",21990,,https://m.media-amazon.com/images/I/21jVzEkIwUL._AC_UY218_.jpg,samsung,3.0,220.0,0
376,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
377,"whirlpool 340 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 355 3s, german steel, convertible)",34618,4.1,https://m.media-amazon.com/images/I/51EyoX3OoYL._AC_UY218_.jpg,whirlpool,3.0,340.0,1
378,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
379,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
380,"samsung 198 l 3 star inverter direct cool single door refrigerator (rr21a2d2ys8/hl, base stand with drawer, digi-touch cool, elegant inox)",16900,,https://m.media-amazon.com/images/I/71P+1aYOcDL._AC_UY218_.jpg,samsung,3.0,198.0,0
381,"godrej 244 l 3 star inverter frost-free double door refrigerator (rf eon 244c 35 rci st rh, steel rush, cool shower technology)",23290,,https://m.media-amazon.com/images/I/61ns-p6whvL._AC_UY218_.jpg,godrej,3.0,244.0,1
382,"whirlpool 260 l multi-door refrigerator (fp 283d protton roy cool illusia, grey)",27970,3.9,https://m.media-amazon.com/images/I/71ThNhoMEbS._AC_UY218_.jpg,whirlpool,,260.0,0
383,"haier 346l 3 star triple inverter & dual fan frost-free double door refrigerator (hrb-3664bgt-e, green tropical,14 in 1 convertible-bottom freezer-2021)",40699,,https://m.media-amazon.com/images/I/31WW2+qOj1S._AC_UY218_.jpg,haier,3.0,346.0,1
384,"samsung 198 l 3 star inverter direct cool single door refrigerator(rr21a2e2ytg/hl, digi-touch cool, delight tropical)",16600,,https://m.media-amazon.com/images/I/71FoswoWtLS._AC_UY218_.jpg,samsung,3.0,198.0,0
385,homgeel portable 10l car refrigerator ice bucket mini fridge cooler and warmer picnic icebox for skincare snacks cans home and travel gold,8999,,https://m.media-amazon.com/images/I/51kdZoMVBMS._AC_UY218_.jpg,homgeel,,10.0,0
